card_number,customer_id,card_type,card_limit,outstanding_amount,status,issued_date,expiry_date
CARD98896,CUST98979,Mastercard Standard,35997.53,1449.76,Active,2025-01-15,2030-01-15
CARD98897,CUST98558,Amex Elite,17891.57,8916.8,Active,2025-01-15,2030-01-15
CARD98898,CUST98102,Visa Gold,8538.95,2312.25,Active,2025-01-15,2030-01-15
CARD98899,CUST98192,Visa Platinum,12124.51,3193.82,Active,2025-01-15,2030-01-15
CARD98900,CUST98745,Visa Gold,2389.93,8556.2,Active,2025-01-15,2030-01-15
CARD98901,CUST98680,Visa Platinum,38361.75,2587.07,Active,2025-01-15,2030-01-15
CARD98902,CUST98243,Visa Gold,16112.17,1675.01,Active,2025-01-15,2030-01-15
CARD98903,CUST98934,Visa Gold,49275.96,2060.87,Active,2025-01-15,2030-01-15
CARD98904,CUST98553,Visa Gold,17337.12,9247.88,Active,2025-01-15,2030-01-15
CARD98905,CUST98952,Amex Elite,19479.15,5807.08,Active,2025-01-15,2030-01-15
CARD98906,CUST98214,Mastercard Standard,5556.83,2463.44,Active,2025-01-15,2030-01-15
CARD98907,CUST98163,Amex Elite,23027.56,9131.97,Active,2025-01-15,2030-01-15
CARD98908,CUST98401,Visa Platinum,29725.45,1687.73,Active,2025-01-15,2030-01-15
CARD98909,CUST98603,Visa Gold,15319.64,3262.65,Active,2025-01-15,2030-01-15
CARD98910,CUST98383,Visa Platinum,44830.99,9873.98,Active,2025-01-15,2030-01-15
CARD98911,CUST98929,Visa Gold,15005.32,5565.8,Active,2025-01-15,2030-01-15
CARD98912,CUST98821,Mastercard Standard,15268.09,8306.16,Active,2025-01-15,2030-01-15
CARD98913,CUST98604,Amex Elite,20600.65,7683.31,Active,2025-01-15,2030-01-15
CARD98914,CUST98973,Visa Gold,35927.21,6207.79,Active,2025-01-15,2030-01-15
CARD98915,CUST98489,Amex Elite,32386.31,1565.64,Active,2025-01-15,2030-01-15
CARD98916,CUST98847,Visa Gold,4610.68,2115.38,Active,2025-01-15,2030-01-15
CARD98917,CUST98700,Mastercard Standard,19702.74,4411.31,Active,2025-01-15,2030-01-15
CARD98918,CUST98312,Mastercard Standard,24597.5,7529.44,Active,2025-01-15,2030-01-15
CARD98919,CUST98834,Visa Platinum,41673.28,1700.9,Active,2025-01-15,2030-01-15
CARD98920,CUST98149,Visa Gold,47601.18,2765.24,Active,2025-01-15,2030-01-15
CARD98921,CUST98513,Amex Elite,39388.78,7235.86,Active,2025-01-15,2030-01-15
CARD98922,CUST98101,Visa Gold,4072.92,8835.84,Active,2025-01-15,2030-01-15
CARD98923,CUST98443,Visa Gold,38638.31,7822.43,Active,2025-01-15,2030-01-15
CARD98924,CUST98905,Visa Gold,23664.26,7717.31,Active,2025-01-15,2030-01-15
CARD98925,CUST98562,Visa Gold,7130.34,4429.61,Active,2025-01-15,2030-01-15
CARD98926,CUST98081,Visa Gold,42501.2,3798.07,Active,2025-01-15,2030-01-15
CARD98927,CUST98215,Visa Gold,5975.65,4634.41,Active,2025-01-15,2030-01-15
CARD98928,CUST98821,Visa Gold,13562.65,2761.29,Active,2025-01-15,2030-01-15
CARD98929,CUST98679,Visa Platinum,39315.29,6396.27,Active,2025-01-15,2030-01-15
CARD98930,CUST98189,Visa Gold,5721.95,1834.53,Active,2025-01-15,2030-01-15
CARD98931,CUST98551,Amex Elite,28303.57,5842.49,Active,2025-01-15,2030-01-15
CARD98932,CUST98329,Mastercard Standard,30588.94,9622.41,Active,2025-01-15,2030-01-15
CARD98933,CUST98456,Mastercard Standard,29364.71,5974.2,Active,2025-01-15,2030-01-15
CARD98934,CUST98092,Visa Gold,15600.19,5687.65,Active,2025-01-15,2030-01-15
CARD98935,CUST98686,Amex Elite,29912.51,4349.15,Active,2025-01-15,2030-01-15
CARD98936,CUST98025,Amex Elite,22885.71,251.69,Active,2025-01-15,2030-01-15
CARD98937,CUST98556,Visa Gold,48138.51,4529.27,Active,2025-01-15,2030-01-15
CARD98938,CUST98300,Visa Platinum,46022.27,6356.2,Active,2025-01-15,2030-01-15
CARD98939,CUST98234,Visa Gold,13882.04,1098.09,Active,2025-01-15,2030-01-15
CARD98940,CUST98862,Visa Platinum,3440.28,5658.27,Active,2025-01-15,2030-01-15
CARD98941,CUST98463,Mastercard Standard,20829.07,7493.54,Active,2025-01-15,2030-01-15
CARD98942,CUST98227,Visa Platinum,21216.04,7022.67,Active,2025-01-15,2030-01-15
CARD98943,CUST98397,Visa Gold,1815.73,7613.08,Active,2025-01-15,2030-01-15
CARD98944,CUST98942,Mastercard Standard,4788.05,3852.45,Active,2025-01-15,2030-01-15
CARD98945,CUST98909,Visa Gold,40125.93,4533.5,Active,2025-01-15,2030-01-15
CARD98946,CUST98177,Visa Platinum,8439.5,8436.82,Active,2025-01-15,2030-01-15
CARD98947,CUST98678,Visa Gold,28636.43,5500.37,Active,2025-01-15,2030-01-15
CARD98948,CUST98291,Mastercard Standard,43936.74,8306.59,Active,2025-01-15,2030-01-15
CARD98949,CUST98141,Visa Platinum,47453.39,9204.44,Active,2025-01-15,2030-01-15
CARD98950,CUST98858,Amex Elite,19576.5,8728.19,Active,2025-01-15,2030-01-15
CARD98951,CUST98602,Visa Platinum,8087.3,6227.8,Active,2025-01-15,2030-01-15
CARD98952,CUST98514,Mastercard Standard,14358.49,3768.95,Active,2025-01-15,2030-01-15
CARD98953,CUST98965,Amex Elite,47476.22,6891.43,Active,2025-01-15,2030-01-15
CARD98954,CUST98654,Visa Gold,22220.53,4154.71,Active,2025-01-15,2030-01-15
CARD98955,CUST98335,Visa Gold,6694.87,1568.99,Active,2025-01-15,2030-01-15
CARD98956,CUST98064,Visa Gold,39509.67,3991.86,Active,2025-01-15,2030-01-15
CARD98957,CUST98757,Mastercard Standard,31760.77,9348.76,Active,2025-01-15,2030-01-15
CARD98958,CUST98295,Visa Gold,18973.02,9169.19,Active,2025-01-15,2030-01-15
CARD98959,CUST98362,Mastercard Standard,35541.04,9492.89,Active,2025-01-15,2030-01-15
CARD98960,CUST98036,Mastercard Standard,49147.44,1570.9,Active,2025-01-15,2030-01-15
CARD98961,CUST98501,Visa Platinum,31658.85,783.53,Active,2025-01-15,2030-01-15
CARD98962,CUST98047,Mastercard Standard,29363.22,506.72,Active,2025-01-15,2030-01-15
CARD98963,CUST98736,Visa Gold,18750.59,4939.11,Active,2025-01-15,2030-01-15
CARD98964,CUST98523,Amex Elite,34819.38,5450.01,Active,2025-01-15,2030-01-15
CARD98965,CUST98076,Visa Platinum,16451.97,9077.96,Active,2025-01-15,2030-01-15
CARD98966,CUST98048,Amex Elite,44715.62,8705.51,Active,2025-01-15,2030-01-15
CARD98967,CUST98720,Mastercard Standard,34640.91,2033.37,Active,2025-01-15,2030-01-15
CARD98968,CUST98130,Amex Elite,25073.91,5453.81,Active,2025-01-15,2030-01-15
CARD98969,CUST98284,Mastercard Standard,22682.16,4476.13,Active,2025-01-15,2030-01-15
CARD98970,CUST98273,Mastercard Standard,5556.79,8926.61,Active,2025-01-15,2030-01-15
CARD98971,CUST98459,Visa Gold,44727.53,4986.99,Active,2025-01-15,2030-01-15
CARD98972,CUST98011,Visa Gold,37038.68,6700.01,Active,2025-01-15,2030-01-15
CARD98973,CUST98265,Amex Elite,3918.5,652.43,Active,2025-01-15,2030-01-15
CARD98974,CUST98623,Visa Platinum,47013.41,5423.75,Active,2025-01-15,2030-01-15
CARD98975,CUST98436,Visa Gold,24916.61,4949.84,Active,2025-01-15,2030-01-15
CARD98976,CUST98361,Amex Elite,27207.08,6858.18,Active,2025-01-15,2030-01-15
CARD98977,CUST98382,Amex Elite,15958.46,5454.88,Active,2025-01-15,2030-01-15
CARD98978,CUST98809,Visa Platinum,44126.57,6839.25,Active,2025-01-15,2030-01-15
CARD98979,CUST98288,Mastercard Standard,43275.67,7729.3,Active,2025-01-15,2030-01-15
CARD98980,CUST98019,Visa Gold,31628.54,1861.96,Active,2025-01-15,2030-01-15
CARD98981,CUST98630,Mastercard Standard,40420.79,5941.3,Active,2025-01-15,2030-01-15
CARD98982,CUST98699,Mastercard Standard,27846.95,7734.06,Active,2025-01-15,2030-01-15
CARD98983,CUST98145,Visa Gold,15352.5,8891.58,Active,2025-01-15,2030-01-15
CARD98984,CUST98374,Amex Elite,10090.32,494.04,Active,2025-01-15,2030-01-15
CARD98985,CUST98231,Visa Gold,22208.87,9536.35,Active,2025-01-15,2030-01-15
CARD98986,CUST98087,Visa Platinum,30764.63,2196.73,Active,2025-01-15,2030-01-15
CARD98987,CUST98811,Amex Elite,10051.14,4962.79,Active,2025-01-15,2030-01-15
CARD98988,CUST98203,Visa Platinum,14843.61,5469.22,Active,2025-01-15,2030-01-15
CARD98989,CUST98392,Visa Platinum,16004.79,5544.26,Active,2025-01-15,2030-01-15
CARD98990,CUST98217,Visa Gold,5537.02,4981.69,Active,2025-01-15,2030-01-15
CARD98991,CUST98248,Visa Platinum,23347.82,615.25,Active,2025-01-15,2030-01-15
CARD98992,CUST98075,Visa Gold,32271.72,8408.26,Active,2025-01-15,2030-01-15
CARD98993,CUST98838,Visa Gold,13499.03,9003.18,Active,2025-01-15,2030-01-15
CARD98994,CUST98309,Visa Gold,25440.52,5072.43,Active,2025-01-15,2030-01-15
CARD98995,CUST98788,Visa Platinum,19581.55,9854.89,Active,2025-01-15,2030-01-15
CARD98996,CUST98586,Mastercard Standard,17221.99,169.57,Active,2025-01-15,2030-01-15
CARD98997,CUST98238,Amex Elite,22269.34,4663.12,Active,2025-01-15,2030-01-15
CARD98998,CUST98109,Visa Platinum,29074.6,6782.56,Active,2025-01-15,2030-01-15
CARD98999,CUST981001,Visa Platinum,42071.13,5824.14,Active,2025-01-15,2030-01-15
CARD981000,CUST98100,Mastercard Standard,34287.22,6624.89,Active,2025-01-15,2030-01-15
